City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,guanica,17.9716,-66.908,302.03,60,65,3.38,PR,1697078565
367,qui nhon,13.7667,109.2333,300.87,84,100,7.34,VN,1697078565
368,aberdeen,57.1437,-2.0981,279.63,93,47,2.57,GB,1697078565
369,maine soroa,13.2114,12.0241,302.29,25,17,3.7,NE,1697078566
370,al bardiyah,31.7561,25.0865,294.86,70,0,2.35,LY,1697078566
371,pandan,14.0453,124.1694,301.82,81,77,2.9,PH,1697078566
372,ladario,-19.0047,-57.6017,302.41,45,76,0.58,BR,1697078429
373,mossel bay,-34.1831,22.146,288.11,89,98,3.63,ZA,1697078567
374,ta`u,-14.2336,-169.5144,300.41,80,20,6.68,AS,1697078567
375,tralee,52.2704,-9.7026,282.63,89,87,2.13,IE,1697078568
376,morrinhos,-17.7311,-49.0994,298.27,57,23,1.61,BR,1697078568
377,sampang,-7.1872,113.2394,302.39,58,100,3.07,ID,1697078568
378,cherepovets,59.1333,37.9,279.14,93,100,8.49,RU,1697078569
379,campoverde,-8.4753,-74.8058,302.98,55,52,1.18,PE,1697078569
380,ciudad tula,23.0,-99.7167,290.31,86,78,1.94,MX,1697078569
381,canico,32.6333,-16.85,303.5,19,20,7.2,PT,1697078569
382,aljezur,37.3191,-8.8033,292.53,62,64,1.61,PT,1697078570
383,seven pagodas,12.6264,80.1722,303.18,70,87,1.66,IN,1697078570
384,mount gambier,-37.8333,140.7667,287.8,62,15,6.95,AU,1697078570
385,fu'an,27.0892,119.6453,297.85,60,92,0.81,CN,1697078571
386,soio,-6.1349,12.3689,298.02,86,100,3.7,AO,1697078571
387,galle,6.0367,80.217,299.59,78,96,2.61,LK,1697078571
388,lusambo,-4.9667,23.45,293.55,98,98,0.29,CD,1697078571
389,sinop,41.7711,34.8709,279.52,87,19,3.28,TR,1697078572
390,yacuiba,-22.038,-63.6797,291.53,61,100,4.99,BO,1697078572
391,ponta delgada,37.7333,-25.6667,293.55,88,40,5.66,PT,1697078572
392,saint-pierre,-21.3393,55.4781,294.97,64,0,1.54,RE,1697078572
393,lesozavodsk,45.4794,133.4244,291.17,40,9,3.66,RU,1697078573
394,chibougamau,49.9168,-74.3659,279.94,93,100,3.09,CA,1697078573
395,cooma,-36.2333,149.1333,296.42,29,4,8.42,AU,1697078573
396,chornomors'k,46.305,30.6548,287.22,61,11,6.37,UA,1697078574
397,vilyuchinsk,52.9306,158.4028,278.3,79,99,2.08,RU,1697078574
398,zhosaly,45.4878,64.0781,283.26,52,100,4.99,KZ,1697078574
399,semirom,31.4167,51.5667,284.21,42,2,0.81,IR,1697078574
400,freetown,8.484,-13.2299,298.99,89,75,3.6,SL,1697078575
401,bandiagara,14.3501,-3.6104,301.2,51,98,3.62,ML,1697078575
402,gebeit,21.0667,36.3167,296.37,72,0,2.13,SD,1697078575
403,greenville,35.6127,-77.3663,290.24,95,0,0.0,US,1697078301
404,bubaque,11.2833,-15.8333,300.77,81,99,2.93,GW,1697078576
405,mizhirah,16.8261,42.7333,304.06,66,20,0.0,SA,1697078576
406,nafada,11.0956,11.3327,299.96,62,50,2.62,NG,1697078576
407,mont-de-marsan,44.0,-0.6667,290.25,87,0,0.0,FR,1697078577
408,haiku-pauwela,20.9219,-156.3051,300.16,67,40,8.23,US,1697078577
409,fort-shevchenko,44.5086,50.263,283.45,67,88,12.17,KZ,1697078577
410,langtoucun,40.0261,124.3286,293.06,47,3,3.0,CN,1697078577
411,dori,14.0354,-0.0345,304.19,40,97,2.86,BF,1697078578
412,kapuskasing,49.4169,-82.4331,278.15,93,100,2.57,CA,1697078578
413,road town,18.4167,-64.6167,301.2,77,74,6.83,VG,1697078578
414,conduaga,8.862,117.4893,303.46,66,100,2.0,PH,1697078579
415,kabinda,-6.1333,24.4833,292.18,92,95,1.36,CD,1697078579
416,palmas,-10.2128,-48.3603,302.08,74,0,2.06,BR,1697078579
417,urucara,-2.5364,-57.76,301.52,44,40,0.94,BR,1697078579
418,qusmuryn,52.4503,64.6311,275.78,71,2,3.23,KZ,1697078580
419,boa vista,2.8197,-60.6733,303.14,54,0,3.09,BR,1697078580
420,kargopol',61.5071,38.9456,279.85,92,100,6.71,RU,1697078580
421,ketchikan,55.3422,-131.6461,285.14,81,0,0.0,US,1697078581
422,brisas de zicatela,15.8369,-97.0419,300.44,57,75,2.06,MX,1697078581
423,tommot,58.9564,126.2925,284.74,66,94,6.6,RU,1697078581
424,kristiansund,63.1115,7.732,280.51,81,75,11.83,NO,1697078582
425,kosh-agach,50.0,88.6667,279.7,44,11,0.41,RU,1697078582
426,abepura,-2.6333,140.5833,305.6,58,20,4.12,ID,1697078582
427,weiser,44.251,-116.9693,285.26,69,50,3.22,US,1697078582
428,windcrest,29.5155,-98.3803,295.32,87,100,4.12,US,1697078583
429,mogocha,53.7333,119.7667,283.01,58,74,2.24,RU,1697078583
430,vadso,70.0744,29.7487,276.24,75,75,12.35,NO,1697078583
431,grand-fort-philippe,50.9996,2.1078,289.29,95,100,4.1,FR,1697078584
432,liberal,37.0431,-100.921,296.23,53,0,7.72,US,1697078584
433,rawai,7.7797,98.3253,303.21,77,89,0.9,TH,1697078584
434,todos santos,23.45,-110.2167,299.63,79,3,2.88,MX,1697078585
435,arno,60.1167,18.6333,283.59,64,64,10.91,SE,1697078585
436,mayya,61.7333,130.2811,280.77,55,40,5.84,RU,1697078585
437,bonthe,7.5264,-12.505,297.97,89,100,1.33,SL,1697078586
438,vidalia,32.2177,-82.4135,291.12,88,100,0.0,US,1697078586
439,smithers,54.7804,-127.1743,283.33,93,75,1.54,CA,1697078518
440,karasburg,-28.0167,18.75,285.24,81,85,4.11,NA,1697078587
441,piestany,48.5948,17.8259,288.14,82,30,1.54,SK,1697078587
442,ingeniero jacobacci,-41.3427,-69.5448,281.99,42,0,3.35,AR,1697078587
443,las khorey,11.1595,48.1967,302.02,77,95,2.74,SO,1697078588
444,novopskov,49.5464,39.0899,275.54,54,93,4.53,UA,1697078588
445,sinjai,-5.1241,120.253,304.23,53,67,5.06,ID,1697078588
446,selfoss,63.9331,-20.9971,275.4,94,100,10.24,IS,1697078589
447,tyukhtet,56.5389,89.3011,280.24,67,100,5.07,RU,1697078589
448,taro,-8.3862,115.28,303.02,43,3,2.01,ID,1697078589
449,northam,51.0333,-4.2167,289.96,99,100,2.73,GB,1697078590
450,al bawiti,28.3492,28.8659,292.23,73,0,2.15,EG,1697078590
451,paghman,34.5875,68.9533,288.77,18,0,2.18,AF,1697078590
452,saudarkrokur,65.7461,-19.6394,271.96,81,100,3.25,IS,1697078590
453,santa eularia des riu,38.9846,1.5341,295.87,90,0,0.51,ES,1697078591
454,kalevala,65.2,31.1667,278.2,96,100,4.92,RU,1697078591
455,quellon,-43.1167,-73.6167,280.87,76,82,5.38,CL,1697078591
456,nowshahr,36.649,51.496,289.12,100,100,1.03,IR,1697078592
457,tillaberi,14.2117,1.4531,304.32,39,88,3.35,NE,1697078592
458,manismata,-2.4667,111.0333,305.72,50,98,2.5,ID,1697078592
459,dubbo,-32.25,148.6167,304.22,19,1,10.8,AU,1697078349
460,santa rosa de viterbo,-21.4728,-47.3631,298.97,51,98,0.7,BR,1697078593
461,copala,16.65,-98.9833,298.33,87,72,1.78,MX,1697078593
462,hamminkeln,51.7333,6.5833,290.35,89,100,4.14,DE,1697078593
463,mizdah,31.4451,12.9801,290.92,75,0,2.84,LY,1697078594
464,bodo,67.28,14.405,277.17,78,75,2.57,NO,1697078594
465,betio village,1.358,172.9211,305.17,70,24,2.71,KI,1697078594
466,belmonte,-15.8631,-38.8828,295.81,83,21,1.6,BR,1697078594
467,khandyga,62.6667,135.6,272.77,90,100,3.63,RU,1697078595
468,piscu vechi,43.9,23.1667,283.88,59,2,0.7,RO,1697078595
469,magadan,59.5667,150.8,274.0,74,5,4.02,RU,1697078595
470,powell river,49.8496,-124.5361,287.3,93,0,1.03,CA,1697078596
471,colchani,-20.3,-66.9333,283.44,23,100,3.42,BO,1697078596
472,saurimo,-9.6608,20.3916,291.95,90,88,0.99,AO,1697078596
473,corn island,12.1694,-83.0418,302.81,76,96,4.99,NI,1697078596
474,arkhangel'sk,64.5401,40.5433,273.22,91,100,6.25,RU,1697078597
475,puerto cabezas,14.0351,-83.3888,300.97,84,67,3.77,NI,1697078306
476,petropavlivka,48.4564,36.4367,275.89,48,42,4.35,UA,1697078597
477,el calafate,-50.3408,-72.2768,276.0,69,100,4.53,AR,1697078598
478,hualien city,23.9769,121.6044,299.2,82,65,5.1,TW,1697078598
479,khanty-mansiysk,61.0042,69.0019,274.21,75,0,4.02,RU,1697078411
480,savanna-la-mar,18.219,-78.1332,302.12,83,18,1.57,JM,1697078598
481,malvan,16.0667,73.4667,300.44,79,96,2.12,IN,1697078599
482,bardai,11.65,7.2333,295.69,58,69,1.04,NG,1697078599
483,altay,47.8667,88.1167,288.96,40,8,1.27,CN,1697078599
484,vila vicosa,38.7777,-7.4179,289.08,43,28,0.43,PT,1697078600
485,cadale,2.7603,46.3222,299.45,84,41,4.41,SO,1697078600
486,okha,53.5739,142.9478,284.21,71,100,8.1,RU,1697078600
487,pemangkat,1.1667,108.9667,302.61,71,100,2.21,ID,1697078601
488,bel ombre,-4.6167,55.4167,299.06,94,40,0.0,SC,1697078601
489,happy valley-goose bay,53.3168,-60.3315,284.32,93,100,1.03,CA,1697078601
490,mareeba,-17.0,145.4333,303.39,45,59,4.0,AU,1697078602
491,coracao de jesus,-16.6853,-44.365,297.18,45,29,2.79,BR,1697078602
492,yuzhno-kurilsk,44.0306,145.8556,286.14,70,37,4.13,RU,1697078602
493,upington,-28.4478,21.2561,294.36,46,0,5.66,ZA,1697078603
494,porto novo,6.4965,2.6036,300.05,91,95,1.57,BJ,1697078603
495,qamdo,31.1667,97.2333,275.74,71,98,2.07,CN,1697078603
496,xilin hot,43.9667,116.0333,286.31,39,0,2.58,CN,1697078603
497,eenhana,-17.4667,16.3333,293.85,63,56,1.75,NA,1697078604
498,broome,42.2506,-75.833,284.04,85,40,0.45,US,1697078604
499,priozersk,61.0393,30.1291,282.56,88,4,6.57,RU,1697078604
500,kralendijk,12.15,-68.2667,302.14,84,2,7.2,BQ,1697078605
501,ciudad bolivar,8.1222,-63.5497,301.02,71,42,3.92,VE,1697078605
502,kratie,12.4881,106.0188,303.01,73,71,2.39,KH,1697078605
503,luwuk,-0.9516,122.7875,304.52,52,73,3.81,ID,1697078606
504,paramonga,-10.6667,-77.8333,291.84,87,67,3.94,PE,1697078606
505,hammerfest,70.6634,23.6821,270.4,86,100,3.09,NO,1697078606
506,okhotsk,59.3833,143.3,272.66,57,100,2.81,RU,1697078607
507,penarroya-pueblonuevo,38.3,-5.2667,292.29,36,8,1.16,ES,1697078607
508,tot'ma,59.9747,42.7642,277.02,93,100,7.21,RU,1697078607
509,sao joao da barra,-21.6403,-41.0511,295.86,87,48,8.4,BR,1697078607
510,nelson bay,-32.7167,152.15,304.18,67,22,4.02,AU,1697078608
511,swift current,50.2834,-107.8014,283.6,40,0,8.75,CA,1697078608
512,onega,63.9061,38.1404,280.23,94,100,7.15,RU,1697078608
513,mariehamn,60.0973,19.9348,284.07,62,100,5.14,AX,1697078609
514,tual,-5.6667,132.75,299.73,81,86,7.25,ID,1697078609
515,aguadulce,8.25,-80.55,299.47,86,100,1.34,PA,1697078609
516,curvelo,-18.7564,-44.4308,297.59,58,15,2.22,BR,1697078610
517,lamu,-2.2717,40.902,295.27,86,97,2.98,KE,1697078610
518,cidreira,-30.1811,-50.2056,289.74,94,100,8.43,BR,1697078610
519,luau,-10.7073,22.2247,293.23,73,93,1.3,AO,1697078610
520,non thai,15.1981,102.0358,302.86,73,71,4.69,TH,1697078611
521,al burayqah,30.4062,19.5739,296.41,71,0,4.39,LY,1697078611
522,chachersk,52.9164,30.9179,281.1,60,100,7.88,BY,1697078611
523,black point,-34.6187,137.8972,290.79,49,27,8.62,AU,1697078612
524,rio grande,-32.035,-52.0986,285.34,77,100,9.24,BR,1697078612
525,leeton,-34.5667,146.4,292.53,61,85,9.66,AU,1697078612
526,itoman,26.1247,127.6694,302.16,60,75,7.72,JP,1697078613
527,mabaruma,8.2,-59.7833,297.93,85,0,1.34,GY,1697078613
528,callao,-12.0667,-77.15,291.33,77,75,4.12,PE,1697078613
529,matamata,-37.8106,175.7624,290.48,75,87,8.44,NZ,1697078614
530,muisne,0.6,-80.0333,298.11,86,82,3.88,EC,1697078614
531,ulaangom,49.9811,92.0667,285.5,46,8,0.77,MN,1697078614
532,new norfolk,-42.7826,147.0587,289.77,53,97,6.13,AU,1697078614
533,ar rutbah,33.0381,40.2848,293.5,55,0,3.36,IQ,1697078615
534,aptos,36.9772,-121.8994,290.55,70,0,1.79,US,1697078615
535,galliano,29.4422,-90.2992,289.82,90,100,8.42,US,1697078616
536,bani walid,31.7566,13.9942,290.09,90,0,1.08,LY,1697078616
537,gorontalo,0.5412,123.0595,305.91,47,52,4.84,ID,1697078616
538,sol'tsy,58.1239,30.3238,284.55,78,100,5.42,RU,1697078616
539,umluj,25.0213,37.2685,300.46,56,0,4.69,SA,1697078617
540,kalininsk,51.5,44.4758,273.93,74,98,5.42,RU,1697078617
541,homosassa springs,28.8036,-82.5759,298.27,88,100,0.0,US,1697078617
542,chilecito,-29.1619,-67.4974,284.21,38,0,3.0,AR,1697078618
543,al kharj,24.155,47.3346,298.47,16,0,2.56,SA,1697078618
544,tabas,33.5959,56.9244,296.27,27,42,0.0,IR,1697078618
545,orsa,54.5153,30.4053,284.95,82,100,9.26,BY,1697078618
546,caluula,11.9661,50.7569,301.55,66,6,1.57,SO,1697078619
547,orcopampa,-15.2661,-72.3417,283.48,64,100,2.13,PE,1697078619
548,eydhafushi,5.1033,73.0708,299.67,79,100,2.18,MV,1697078619
549,sassandra,4.95,-6.0833,297.13,95,79,2.08,CI,1697078619
550,ribadesella,43.4614,-5.0596,290.34,53,54,1.48,ES,1697078620
551,el alto,-4.2714,-81.2147,291.96,87,99,7.12,PE,1697078620
552,west hattiesburg,31.3191,-89.3751,289.27,94,100,8.23,US,1697078620
553,yamethin,20.4333,96.15,300.59,79,86,2.26,MM,1697078621
554,eureka,40.8021,-124.1637,286.49,89,2,2.92,US,1697078447
555,mount pleasant,32.7941,-79.8626,293.71,93,75,2.06,US,1697078621
556,talitsa,56.8804,60.0213,275.45,97,100,2.86,RU,1697078621
557,coquimbo,-29.9533,-71.3436,286.0,82,0,0.51,CL,1697078622
558,mohr,54.3528,9.7167,283.79,90,100,2.57,DE,1697078622
559,gamay,12.3854,125.2979,304.08,64,89,2.17,PH,1697078622
560,chimbote,-9.0853,-78.5783,291.77,88,100,4.62,PE,1697078622
561,remire-montjoly,4.9167,-52.2667,300.17,83,0,1.03,GF,1697078623
562,klaksvik,62.2266,-6.589,278.66,61,100,7.46,FO,1697078623
563,steamboat springs,40.485,-106.8317,279.23,90,100,0.45,US,1697078475
564,nadym,65.5333,72.5167,274.1,81,100,2.17,RU,1697078624
565,noosa heads,-26.3833,153.15,301.67,60,0,5.01,AU,1697078624
566,lichinga,-13.3128,35.2406,292.2,55,0,3.09,MZ,1697078624
